"","address","latitude","longitude"
"1131","Moravský Krumlov Czech Republic",49.0492698,16.3115273
"1132","Vamvakoú Greece",39.3365201,22.4196922
"1133","Velenje Slovenia",46.3592869,15.1150301
"1134","Le Havre France",49.4938975,0.1079732
"1135","Skála Oropoú Greece",38.3210167,23.7906151
"1136","Nedašov Czech Republic",49.1077847,18.0703558
"1137","Čížkovice Czech Republic",50.4841791,14.0283943
"1138","Tríkala Greece",39.5560869,21.7678844
"1139","Kista Sweden",59.403311,17.9442849
"1140","Frösön Sweden",63.19304055,14.534364982941671
"1141","Örnsköldsvik Sweden",63.2888613,18.7160209
"1142","Semeljci Croatia",45.3603291,18.541815
"1143","Pelópion Greece",37.638487600000005,21.629969514569733
"1144","Haugesund Norway",59.46824785,5.082761213563481
"1145","Lyon France",45.7578137,4.8320114
"1146","Alkmaar Netherlands",52.600853799999996,4.817099446443963
"1147","Glinojeck Poland",52.819174,20.2862655
"1148","Amsterdam Westpoort Netherlands",52.3933601,4.794733
"1149","Siedleczka Poland",49.9637298,22.3771881
"1150","La Valette-du-Var France",43.1378245,5.9834654
"1151","Enskededalen Sweden",59.2817657,18.1054546
"1152","Sobral Portugal",39.01835,-9.15171
"1153","Uddevalla Sweden",58.3490555,11.9382855
"1154","Sete Cidades Portugal",37.85890905,-25.78756005633314
"1155","Fotolívos Greece",41.0611537,24.0452169
"1156","Quinta da Torre Portugal",38.7951123,-9.396203399319678
"1157","Budapest Hungary",47.4978789,19.0402383
"1158","Podwilk Poland",49.5435034,19.7310947
"1159","Oxelösund Sweden",58.666667,17.083056
"1160","Torre Portugal",40.3218294,-7.613819756097561
"1161","Kalej Poland",50.8384211,18.9869512
"1162","Stryszów Poland",49.825128,19.6261498
"1163","Montpellier France",43.6112422,3.8767337
"1164","Abelheira Portugal",38.9984901,-9.3237262
"1165","Passagem Portugal",39.8768741,-8.9530105
"1166","Pego Longo Portugal",38.772047,-9.2583223
"1167","Novi Zagreb Croatia",45.7765324,15.9720813
"1168","Luso Portugal",40.3839144,-8.3760251
"1169","Nantes France",47.2186371,-1.5541362
"1170","Maszewo Duże Poland",52.5771535,19.6339891
"1171","Wiśniewo Poland",53.5599184,19.8645912
"1172","Pacov Czech Republic",49.4707194,15.0036121
"1173","Ágios Vasíleios Greece",35.18690775,24.50320825362639
"1174","Kalmar Sweden",57.02784235,16.575102000807693
"1175","Kronoby Finland",63.7288259,23.0215188
"1176","Deskáti Greece",39.9263117,21.8085686
"1177","Lubowidz Poland",53.1216748,19.8407986
"1178","Tojal Portugal",38.7520542,-9.363696390172013
"1179","Ceuta Spain",35.89442195,-5.355817352394269
"1180","Stara Kornica Poland",52.1843042,22.9353174
"1181","Paderne Portugal",42.0888298,-8.2753654
"1182","Fradelos Portugal",41.3682305,-8.5986094
"1183","Skövde Sweden",58.3896329,13.8456344
"1184","Nieborów Poland",52.0710912,20.0702329
"1185","Bodø Norway",67.3094783,13.915441997137794
"1186","Nowy Dwór Mazowiecki Poland",52.434175749999994,20.706110418137545
"1187","Aizkraukle Latvia",56.6010778,25.2542544
"1188","Hässleholm Sweden",56.216667,13.733333
"1189","Marathókampos Greece",37.7272193,26.6895311
"1190","Albergaria Portugal",40.1695115,-8.4775053
"1191","Nowy Korczyn Poland",50.2994316,20.8090569
"1192","Paranho Portugal",41.3318779,-8.5463498
"1193","Jäppilä Finland",62.3772771,27.4334684
"1194","Kalmar Sweden",57.02784235,16.575102000807693
"1195","Beauvais France",49.4300997,2.0823355
"1196","Laliki Poland",49.5318,19.01387
"1197","Pinhal da Marquesa Portugal",38.5891077,-9.0066249
"1198","Mestre Italy",45.4943063,12.2418053
"1199","Uherský Brod Czech Republic",49.0253139,17.6464437
"1200","Niort France",46.3239233,-0.4646064
"1201","Calvos Portugal",41.59536805,-8.253526993301818
"1202","Rumburk Czech Republic",50.9517739,14.5569317
"1203","Długosiodło Poland",52.759577,21.5929004
"1204","Monte Redondo Portugal",41.8365439,-8.4515321
"1205","Chãos Portugal",37.9544246,-8.8349445
"1206","Firenze Italy",43.7697955,11.2556404
"1207","Dębno Poland",52.7396681,14.7014522
"1208","Krasnystaw Poland",50.99184805,23.165038002215837
"1209","Praszka Poland",51.05536,18.4485221
"1210","København Denmark",55.6867243,12.5700724
"1211","Paris 13 France",48.8196076,2.3644444
"1212","Sobotín Czech Republic",50.0117002,17.090751
"1213","Beltinci Slovenia",46.606936,16.2350217
"1214","Casal de São João Portugal",40.2098926,-8.7050987
"1215","Baška Voda Croatia",43.3585111,16.9487814
"1216","Panórama Greece",40.5867928,23.0316119
"1217","Krapina Croatia",46.1628028,15.8711133
"1218","Głogów Małopolski Poland",50.1511809,21.9627571
"1219","Bromma Sweden",59.339769,17.9395411
"1220","Punkaharju Finland",61.7561025,29.3892377
"1221","Quintãs Portugal",40.59100735,-8.612515560075536
"1222","Palmas De Gran Canaria, Las Spain",28.07458055,-15.45148206898348
"1223","Bludov Czech Republic",49.940833,16.9283927
"1224","Humpolec Czech Republic",49.5418861,15.3586709
"1225","Besançon France",47.2380222,6.0243622
"1226","Sandnes Norway",58.983132049999995,6.394641047340787
"1227","Trzebinia Poland",50.1597686,19.4709097
"1228","Farsta Sweden",59.2453471,18.0883657
"1229","Santo Amador Portugal",38.1363789,-7.3085897
"1230","Eskilstuna Sweden",59.3717379,16.5051474
"1231","La Garde France",45.0691999,6.0449399
"1232","Alcabideche Portugal",38.739751850000005,-9.40823198439682
"1233","Duas Igrejas Portugal",41.230974,-8.3772602
"1234","Fojo Portugal",40.2693989,-7.6813563
"1235","Lapa do Lobo Portugal",40.4746034,-7.9162792
"1236","Antwerp Belgium",51.2211097,4.3997081
"1237","Wrocław Poland",51.1089776,17.0326689
"1238","Lyon France",45.7578137,4.8320114
"1239","Antwerp Belgium",51.2211097,4.3997081
"1240","Wrocław Poland",51.1089776,17.0326689
"1241","Lyon France",45.7578137,4.8320114
"1242","Birmingham United Kingdom",52.4796992,-1.9026911
"1243","Göteborg Sweden",57.7072326,11.9670171
